Component,Explained Variance Ratio,Cumulative Variance
670,0.0006479324792777073,0.6820437624827548
671,0.0006473418130059272,0.6826911042957607
672,0.0006468800562288805,0.6833379843519897
673,0.0006466298360680916,0.6839846141880578
674,0.0006460567467473349,0.6846306709348051
675,0.0006456838455955902,0.6852763547804007
676,0.0006456223778581696,0.6859219771582589
677,0.0006450870254035492,0.6865670641836624
678,0.0006446171962285281,0.687211681379891
679,0.0006443992687448879,0.6878560806486359
680,0.0006441427281699639,0.6885002233768058
681,0.000643804587401106,0.6891440279642069
682,0.0006436546823816754,0.6897876826465886
683,0.0006433250841467894,0.6904310077307354
684,0.0006428228395163082,0.6910738305702517
685,0.0006424984826794468,0.6917163290529312
686,0.0006420842541430798,0.6923584133070743
687,0.0006417501093761678,0.6930001634164504
688,0.0006415160868187616,0.6936416795032692
689,0.0006410768068103481,0.6942827563100795
690,0.0006407664026252736,0.6949235227127047
691,0.0006404841324564964,0.6955640068451613
692,0.0006399680815522876,0.6962039749267136
693,0.0006397646334274163,0.696843739560141
694,0.000639649509443346,0.6974833890695844
695,0.0006393338601076155,0.698122722929692
696,0.0006389517478881616,0.6987616746775802
697,0.0006387028883663979,0.6994003775659466
698,0.000638484595642645,0.7000388621615893
699,0.0006384101523140329,0.7006772723139033
700,0.0006378254347239171,0.7013150977486272
701,0.0006377222539275749,0.7019528200025548
702,0.0006375080832959775,0.7025903280858508
703,0.000636839893265578,0.7032271679791163
704,0.0006365712768679753,0.7038637392559843
705,0.0006365151314445584,0.7045002543874289
706,0.0006361181200530328,0.705136372507482
707,0.0006360315234658715,0.7057724040309479
708,0.000635997146848508,0.7064084011777964
709,0.0006358348645089109,0.7070442360423053
710,0.0006355182342128477,0.7076797542765181
711,0.0006354514474542137,0.7083152057239723
712,0.0006352676398375079,0.7089504733638098
713,0.0006351463917996947,0.7095856197556095
714,0.0006351188494910803,0.7102207386051006
715,0.0006348449685715048,0.7108555835736721
716,0.0006347125694689376,0.711490296143141
717,0.0006346541001288921,0.7121249502432698
718,0.0006346237990554816,0.7127595740423253
719,0.0006345873518290488,0.7133941613941543
720,0.000634563224570327,0.7140287246187247
721,0.0006345402742207358,0.7146632648929454
722,0.0006345214297044375,0.7152977863226498
723,0.0006345093044420674,0.7159322956270919
724,0.0006344768959742935,0.7165667725230662
725,0.0006344542640077178,0.717201226787074
726,0.0006344478313687425,0.7178356746184428
727,0.0006343570992217991,0.7184700317176645
728,0.0006343570992217974,0.7191043888168863
729,0.0006343570992217942,0.7197387459161081
730,0.0006343570992217935,0.7203731030153299
731,0.0006343570992217925,0.7210074601145516
732,0.0006343570992217913,0.7216418172137734
733,0.0006343570992217913,0.7222761743129952
734,0.0006343570992217903,0.722910531412217
735,0.0006343570992217893,0.7235448885114387
736,0.0006343570992217883,0.7241792456106605
737,0.0006343570992217883,0.7248136027098823
738,0.0006343570992217866,0.725447959809104
739,0.0006343570992217866,0.7260823169083258
740,0.0006343570992217866,0.7267166740075476
741,0.0006343570992217866,0.7273510311067694
742,0.0006343570992217861,0.7279853882059911
743,0.0006343570992217861,0.7286197453052129
744,0.0006343570992217858,0.7292541024044347
745,0.0006343570992217858,0.7298884595036564
746,0.0006343570992217851,0.7305228166028782
747,0.0006343570992217851,0.7311571737021
748,0.0006343570992217851,0.7317915308013218
749,0.0006343570992217846,0.7324258879005435
750,0.0006343570992217838,0.7330602449997653
751,0.0006343570992217838,0.7336946020989871
752,0.0006343570992217838,0.7343289591982088
753,0.0006343570992217838,0.7349633162974306
754,0.0006343570992217827,0.7355976733966524
755,0.0006343570992217822,0.7362320304958742
756,0.000634357099221782,0.7368663875950959
757,0.000634357099221782,0.7375007446943177
758,0.000634357099221782,0.7381351017935395
759,0.000634357099221782,0.7387694588927612
760,0.000634357099221782,0.739403815991983
761,0.0006343570992217813,0.7400381730912048
762,0.0006343570992217813,0.7406725301904266
763,0.0006343570992217813,0.7413068872896483
764,0.0006343570992217812,0.7419412443888701
765,0.0006343570992217812,0.7425756014880919
766,0.0006343570992217812,0.7432099585873136
767,0.0006343570992217812,0.7438443156865354
768,0.0006343570992217806,0.7444786727857572
769,0.0006343570992217802,0.745113029884979
770,0.0006343570992217802,0.7457473869842007
771,0.0006343570992217797,0.7463817440834225
772,0.0006343570992217797,0.7470161011826443
773,0.0006343570992217794,0.747650458281866
774,0.0006343570992217794,0.7482848153810878
775,0.0006343570992217794,0.7489191724803096
776,0.0006343570992217794,0.7495535295795314
777,0.0006343570992217788,0.7501878866787531
778,0.0006343570992217788,0.7508222437779749
779,0.0006343570992217779,0.7514566008771967
780,0.0006343570992217776,0.7520909579764185
781,0.0006343570992217776,0.7527253150756402
782,0.0006343570992217776,0.753359672174862
783,0.0006343570992217776,0.7539940292740838
784,0.000634357099221777,0.7546283863733055
785,0.000634357099221777,0.7552627434725273
786,0.0006343570992217762,0.7558971005717491
787,0.0006343570992217761,0.7565314576709709
788,0.0006343570992217761,0.7571658147701926
789,0.0006343570992217761,0.7578001718694144
790,0.0006343570992217754,0.7584345289686362
791,0.0006343570992217754,0.7590688860678579
792,0.0006343570992217754,0.7597032431670797
793,0.0006343570992217754,0.7603376002663015
794,0.0006343570992217754,0.7609719573655233
795,0.0006343570992217751,0.761606314464745
796,0.0006343570992217745,0.7622406715639668
797,0.0006343570992217738,0.7628750286631886
798,0.0006343570992217738,0.7635093857624103
799,0.0006343570992217738,0.7641437428616321
800,0.0006343570992217738,0.7647780999608539
801,0.0006343570992217738,0.7654124570600757
802,0.0006343570992217736,0.7660468141592974
803,0.0006343570992217736,0.7666811712585192
804,0.0006343570992217736,0.767315528357741
805,0.0006343570992217736,0.7679498854569627
806,0.0006343570992217736,0.7685842425561845
807,0.0006343570992217736,0.7692185996554063
808,0.0006343570992217728,0.7698529567546281
809,0.0006343570992217728,0.7704873138538498
810,0.0006343570992217728,0.7711216709530716
811,0.0006343570992217728,0.7717560280522934
812,0.0006343570992217728,0.7723903851515151
813,0.0006343570992217728,0.7730247422507369
814,0.0006343570992217728,0.7736590993499587
815,0.0006343570992217728,0.7742934564491805
816,0.0006343570992217728,0.7749278135484022
817,0.0006343570992217724,0.775562170647624
818,0.0006343570992217724,0.7761965277468458
819,0.0006343570992217724,0.7768308848460675
820,0.0006343570992217724,0.7774652419452893
821,0.0006343570992217724,0.7780995990445111
822,0.0006343570992217724,0.7787339561437329
823,0.0006343570992217724,0.7793683132429546
824,0.0006343570992217724,0.7800026703421764
825,0.0006343570992217724,0.7806370274413982
826,0.0006343570992217724,0.78127138454062
827,0.0006343570992217724,0.7819057416398417
828,0.0006343570992217724,0.7825400987390635
829,0.0006343570992217724,0.7831744558382853
830,0.0006343570992217724,0.783808812937507
831,0.0006343570992217724,0.7844431700367288
832,0.0006343570992217724,0.7850775271359506
833,0.0006343570992217724,0.7857118842351724
834,0.0006343570992217724,0.7863462413343941
835,0.0006343570992217724,0.7869805984336159
836,0.0006343570992217724,0.7876149555328377
837,0.0006343570992217724,0.7882493126320594
838,0.0006343570992217724,0.7888836697312812
839,0.0006343570992217724,0.789518026830503
840,0.0006343570992217724,0.7901523839297248
841,0.0006343570992217724,0.7907867410289465
842,0.0006343570992217724,0.7914210981281683
843,0.0006343570992217724,0.7920554552273901
844,0.0006343570992217724,0.7926898123266118
845,0.0006343570992217724,0.7933241694258336
846,0.0006343570992217724,0.7939585265250554
847,0.0006343570992217724,0.7945928836242772
848,0.0006343570992217724,0.7952272407234989
849,0.0006343570992217724,0.7958615978227207
850,0.0006343570992217724,0.7964959549219425
851,0.0006343570992217724,0.7971303120211642
852,0.0006343570992217724,0.797764669120386
853,0.0006343570992217724,0.7983990262196078
854,0.0006343570992217724,0.7990333833188296
855,0.0006343570992217724,0.7996677404180513
856,0.0006343570992217724,0.8003020975172731
